source,source_id,name,category,sector,address,phone,website,rating,review_count,business_status,opening_hours,latitude,longitude,city,state,country
google_maps,ChIJh-RlTRsVPDoRDsLUeRa69EU,Sri Swarna Jewellery,Jewellery,Retail,"G.T Road, near 7 Roads Junction, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",099636 89666,,5,1,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJS6L-BYsVPDoR4N2YhSCeHKI,"Kameswari Gold ( A Unit Of Kameswari Jewellers, Visakhapatnam)",Jewellery,Retail,"5-1-92, Palakonda Rd, near Lodge Kinnera, Kinnera Area, Meher Nager, Srikakulam, Andhra Pradesh 532001, India",077996 47733,,5,883,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJXX68yEgVPDoR5YyHIFqepOY,GNV Jewellers,Jewellery,Retail,"Raja Commercial Complex, GT Rd, New Colony, Srikakulam, Andhra Pradesh 532001, India",063571 23123,,4.9,6606,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJxfzypRwVPDoRLpmE_yaIkN8,Sri Satya Gold,Jewellery,Retail,"Near 7 Road Junction, 2 Town Back Side, Petromax St, New Colony, Srikakulam, Andhra Pradesh 532001, India",094407 13113,,4,223,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJcwN6YRsQPDoRndVDUTyCnaM,Lalithaa Jewellery,Jewellery,Retail,"Ward, D, Northern Row Chowk Gorlavari Street, 8, 12-8, Seven Rd Junction Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",089422 27799,,4.5,2,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJqdmpNxEVPDoRQ4lLTc0Wk6M,SriKausikiJewellers(SKJ),Jewellery,Retail,"Address: GT road, Seven Rd Jct, beside Bata showroom, Seven Rd Junction Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,4.9,10,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJF0eYUAAVPDoR05aFe1PxbBk,A N R gold shop,Jewellery,Retail,"11-50, Market Area, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,5,2,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJq4c1G10VPDoRCrN4Iq3BQjs,Sree silver & jewellers,Jewellery,Retail,"11-4-26/1, GT Rd, beside APEPDCL office, L.B.S Colony, Srikakulam, Andhra Pradesh 532001, India",070325 77496,,4.8,333,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJYS9SRwAVPDoR7-QdLBvPWtM,GNV Jewellers 3rd Branch,Jewellery,Retail,"Dhavala Colony, Ranasthali, New Colony, Srikakulam, Andhra Pradesh 532001, India",096665 67916,,4.9,538,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ10n9UBMVPDoR9J8zeosqeQw,GN Jewellers,Jewellery,Retail,"8-4-105, GT Rd, opp. Current office, Santamma Colony, New Colony, Srikakulam, Andhra Pradesh 532001, India",070570 54003,,4.9,1567,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ38SfkV4VPDoR4NEDxNr3GKM,Khazana Jewellery - Srikakulam - Seven Road Junction,Jewellery,Retail,"8-1-15, Palakonda Road, Seven Rd Jct, Seven Rd Junction Area, New Colony, Srikakulam, Andhra Pradesh 532001, India",089422 28901,,4.8,4797,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJA4IJQAAVPDoRMNdZcvzEMQI,Aclectiq,Jewellery,Retail,"Ground & 1st Floor, GT Rd, opp. Linen club, New Colony, Srikakulam, Andhra Pradesh 532001, India",092544 22925,,4.7,45,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJ8fuurxwVPDoRVFx9c8RIMLA,Ananda sai Jewellers,Jewellery,Retail,"Killana complex, Seven Rd Junction Area, New Colony, Srikakulam, Andhra Pradesh 532001, India",094410 95955,,4.2,10,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
google_maps,ChIJXyQLSwMVPDoRMpO-h298gSw,Maturu Pydichetty Jewellers,Jewellery,Retail,"Seven Rd Jct, Seven Rd Junction Area, Kollavari Veedhi, Chinna Bharatham Colony, Srikakulam, Andhra Pradesh 532001, India",,,5,4,OPERATIONAL,,,,Srikakulam,Andhra Pradesh,India
